release_year,genre,total
2018,"Anime Series, International TV Shows",13
2018,"Anime Series, International TV Shows, Romantic TV Shows",3
2018,"Anime Series, International TV Shows, TV Horror",1
2018,"Anime Series, International TV Shows, TV Thrillers",1
2018,"Anime Series, International TV Shows, Teen TV Shows",1
2018,"Anime Series, Kids' TV",3
2018,"Anime Series, Teen TV Shows",1
2018,"British TV Shows, Classic & Cult TV, International TV Shows",1
2018,"British TV Shows, Crime TV Shows, Docuseries",3
2018,"British TV Shows, Crime TV Shows, International TV Shows",3
2018,"British TV Shows, Docuseries",2
2018,"British TV Shows, Docuseries, Science & Nature TV",3
2018,"British TV Shows, International TV Shows, Reality TV",7
2018,"British TV Shows, International TV Shows, Romantic TV Shows",4
2018,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows",1
2018,"British TV Shows, International TV Shows, TV Action & Adventure",1
2018,"British TV Shows, International TV Shows, TV Comedies",2
2018,"British TV Shows, International TV Shows, TV Dramas",2
2018,"British TV Shows, Kids' TV",5
2018,"British TV Shows, Reality TV",2
2018,"British TV Shows, TV Comedies",1
2018,Children & Family Movies,21
2018,"Children & Family Movies, Comedies",16
2018,"Children & Family Movies, Comedies, Dramas",2
2018,"Children & Family Movies, Comedies, Music & Musicals",2
2018,"Children & Family Movies, Comedies, Romantic Movies",1
2018,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2
2018,"Children & Family Movies, Documentaries",1
2018,"Children & Family Movies, Documentaries, International Movies",1
2018,"Children & Family Movies, Dramas",5
2018,"Children & Family Movies, Dramas, Faith & Spirituality",1
2018,"Children & Family Movies, Dramas, International Movies",3
2018,"Children & Family Movies, Dramas, Romantic Movies",3
2018,"Children & Family Movies, Music & Musicals",2
2018,"Children & Family Movies, Sci-Fi & Fantasy",1
2018,"Classic & Cult TV, Crime TV Shows, International TV Shows",1
2018,"Classic Movies, Dramas, Independent Movies",1
2018,Comedies,12
2018,"Comedies, Dramas",3
2018,"Comedies, Dramas, Independent Movies",12
2018,"Comedies, Dramas, International Movies",34
2018,"Comedies, Dramas, Romantic Movies",2
2018,"Comedies, Horror Movies, Independent Movies",1
2018,"Comedies, Horror Movies, International Movies",3
2018,"Comedies, Independent Movies",4
2018,"Comedies, Independent Movies, International Movies",8
2018,"Comedies, Independent Movies, LGBTQ Movies",2
2018,"Comedies, Independent Movies, Romantic Movies",1
2018,"Comedies, International Movies",24
2018,"Comedies, International Movies, LGBTQ Movies",3
2018,"Comedies, International Movies, Music & Musicals",1
2018,"Comedies, International Movies, Romantic Movies",15
2018,"Comedies, International Movies, Thrillers",1
2018,"Comedies, LGBTQ Movies",1
2018,"Comedies, Music & Musicals",1
2018,"Comedies, Romantic Movies",10
2018,"Crime TV Shows, Docuseries",6
2018,"Crime TV Shows, Docuseries, International TV Shows",3
2018,"Crime TV Shows, Docuseries, TV Mysteries",2
2018,"Crime TV Shows, International TV Shows, Korean TV Shows",5
2018,"Crime TV Shows, International TV Shows, Reality TV",1
2018,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",11
2018,"Crime TV Shows, International TV Shows, TV Action & Adventure",3
2018,"Crime TV Shows, International TV Shows, TV Comedies",2
2018,"Crime TV Shows, International TV Shows, TV Dramas",18
2018,"Crime TV Shows, Kids' TV",1
2018,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",1
2018,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",1
2018,"Crime TV Shows, TV Action & Adventure",1
2018,"Crime TV Shows, TV Action & Adventure, TV Dramas",4
2018,"Crime TV Shows, TV Action & Adventure, TV Thrillers",1
2018,"Crime TV Shows, TV Comedies, TV Dramas",2
2018,"Crime TV Shows, TV Comedies, Teen TV Shows",1
2018,"Crime TV Shows, TV Dramas",5
2018,"Crime TV Shows, TV Dramas, TV Mysteries",2
2018,"Crime TV Shows, TV Dramas, TV Thrillers",1
2018,"Cult Movies, Horror Movies, Independent Movies",1
2018,Documentaries,54
2018,"Documentaries, Faith & Spirituality",4
2018,"Documentaries, Faith & Spirituality, International Movies",2
2018,"Documentaries, International Movies",18
2018,"Documentaries, International Movies, Music & Musicals",3
2018,"Documentaries, International Movies, Sports Movies",7
2018,"Documentaries, LGBTQ Movies",2
2018,"Documentaries, Music & Musicals",16
2018,"Documentaries, Sports Movies",11
2018,Docuseries,19
2018,"Docuseries, International TV Shows",5
2018,"Docuseries, International TV Shows, Reality TV",1
2018,"Docuseries, International TV Shows, Science & Nature TV",2
2018,"Docuseries, International TV Shows, Spanish-Language TV Shows",3
2018,"Docuseries, Kids' TV, Science & Nature TV",1
2018,"Docuseries, Reality TV",1
2018,"Docuseries, Reality TV, Science & Nature TV",1
2018,"Docuseries, Science & Nature TV",5
2018,"Docuseries, Science & Nature TV, TV Dramas",1
2018,"Docuseries, Stand-Up Comedy & Talk Shows",1
2018,"Docuseries, TV Comedies",1
2018,"Docuseries, TV Dramas",1
2018,Dramas,11
2018,"Dramas, Faith & Spirituality",4
2018,"Dramas, Faith & Spirituality, Independent Movies",1
2018,"Dramas, Faith & Spirituality, International Movies",2
2018,"Dramas, Independent Movies",11
2018,"Dramas, Independent Movies, International Movies",52
2018,"Dramas, Independent Movies, LGBTQ Movies",2
2018,"Dramas, Independent Movies, Music & Musicals",3
2018,"Dramas, Independent Movies, Romantic Movies",2
2018,"Dramas, Independent Movies, Sci-Fi & Fantasy",2
2018,"Dramas, Independent Movies, Sports Movies",3
2018,"Dramas, Independent Movies, Thrillers",3
2018,"Dramas, International Movies",37
2018,"Dramas, International Movies, LGBTQ Movies",2
2018,"Dramas, International Movies, Music & Musicals",7
2018,"Dramas, International Movies, Romantic Movies",15
2018,"Dramas, International Movies, Sci-Fi & Fantasy",6
2018,"Dramas, International Movies, Sports Movies",4
2018,"Dramas, International Movies, Thrillers",23
2018,"Dramas, Music & Musicals",1
2018,"Dramas, Romantic Movies",7
2018,"Dramas, Romantic Movies, Sports Movies",1
2018,"Dramas, Romantic Movies, Thrillers",1
2018,"Dramas, Sci-Fi & Fantasy",1
2018,"Dramas, Sci-Fi & Fantasy, Thrillers",3
2018,"Dramas, Sports Movies",1
2018,"Dramas, Thrillers",11
2018,Horror Movies,7
2018,"Horror Movies, Independent Movies",5
2018,"Horror Movies, Independent Movies, International Movies",2
2018,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",1
2018,"Horror Movies, Independent Movies, Thrillers",3
2018,"Horror Movies, International Movies",9
2018,"Horror Movies, International Movies, Sci-Fi & Fantasy",1
2018,"Horror Movies, International Movies, Thrillers",4
2018,"Horror Movies, Sci-Fi & Fantasy",2
2018,"Horror Movies, Thrillers",9
2018,Independent Movies,1
2018,"Independent Movies, International Movies, Thrillers",1
2018,"Independent Movies, Sci-Fi & Fantasy, Thrillers",1
2018,"Independent Movies, Thrillers",2
2018,International Movies,1
2018,"International Movies, Music & Musicals",2
2018,"International Movies, Music & Musicals, Thrillers",1
2018,"International Movies, Romantic Movies",2
2018,"International Movies, Thrillers",6
2018,"International TV Shows, Korean TV Shows, Reality TV",1
2018,"International TV Shows, Korean TV Shows, Romantic TV Shows",3
2018,"International TV Shows, Korean TV Shows, TV Comedies",3
2018,"International TV Shows, Korean TV Shows, TV Dramas",1
2018,"International TV Shows, Reality TV",3
2018,"International TV Shows, Reality TV, Romantic TV Shows",3
2018,"International TV Shows, Reality TV, Spanish-Language TV Shows",1
2018,"International TV Shows, Reality TV, TV Action & Adventure",1
2018,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",1
2018,"International TV Shows, Romantic TV Shows, TV Action & Adventure",1
2018,"International TV Shows, Romantic TV Shows, TV Comedies",3
2018,"International TV Shows, Romantic TV Shows, TV Dramas",15
2018,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",1
2018,"International TV Shows, Spanish-Language TV Shows, TV Comedies",3
2018,"International TV Shows, Spanish-Language TV Shows, TV Dramas",4
2018,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",1
2018,"International TV Shows, TV Action & Adventure, TV Comedies",1
2018,"International TV Shows, TV Action & Adventure, TV Dramas",4
2018,"International TV Shows, TV Comedies",6
2018,"International TV Shows, TV Comedies, TV Dramas",8
2018,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",1
2018,"International TV Shows, TV Dramas",18
2018,"International TV Shows, TV Dramas, TV Horror",2
2018,"International TV Shows, TV Dramas, TV Mysteries",4
2018,"International TV Shows, TV Dramas, TV Thrillers",1
2018,"International TV Shows, TV Dramas, Teen TV Shows",1
2018,"International TV Shows, TV Horror, TV Mysteries",2
2018,"International TV Shows, TV Horror, TV Thrillers",1
2018,Kids' TV,31
2018,"Kids' TV, Korean TV Shows",4
2018,"Kids' TV, Korean TV Shows, TV Comedies",1
2018,"Kids' TV, Reality TV, TV Dramas",1
2018,"Kids' TV, TV Action & Adventure",1
2018,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",1
2018,"Kids' TV, TV Comedies",13
2018,"Kids' TV, TV Dramas",1
2018,"Kids' TV, TV Thrillers",1
2018,"LGBTQ Movies, Thrillers",1
2018,Movies,9
2018,Music & Musicals,3
2018,"Music & Musicals, Stand-Up Comedy",1
2018,Reality TV,10
2018,"Reality TV, Romantic TV Shows",1
2018,"Reality TV, Science & Nature TV, TV Action & Adventure",1
2018,"Reality TV, Spanish-Language TV Shows",1
2018,Romantic Movies,2
2018,"Romantic TV Shows, TV Action & Adventure, TV Dramas",1
2018,"Romantic TV Shows, TV Comedies",2
2018,"Romantic TV Shows, TV Comedies, TV Dramas",1
2018,"Romantic TV Shows, Teen TV Shows",1
2018,Sci-Fi & Fantasy,1
2018,"Sci-Fi & Fantasy, Thrillers",5
2018,Stand-Up Comedy,58
2018,Stand-Up Comedy & Talk Shows,1
2018,"Stand-Up Comedy & Talk Shows, TV Comedies",12
2018,TV Action & Adventure,1
2018,"TV Action & Adventure, TV Comedies, TV Horror",2
2018,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",2
2018,TV Comedies,8
2018,"TV Comedies, TV Dramas",2
2018,"TV Comedies, TV Dramas, TV Mysteries",1
2018,"TV Comedies, TV Dramas, Teen TV Shows",1
2018,"TV Comedies, TV Mysteries",1
2018,"TV Comedies, TV Sci-Fi & Fantasy",1
2018,"TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows",1
2018,"TV Comedies, Teen TV Shows",1
2018,TV Dramas,1
2018,"TV Dramas, TV Horror, TV Mysteries",2
2018,"TV Dramas, TV Thrillers",1
2018,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",1
2018,Thrillers,8
2019,Action & Adventure,8
2019,"Action & Adventure, Anime Features, Children & Family Movies",2
2019,"Action & Adventure, Comedies, Dramas",3
2019,"Action & Adventure, Comedies, International Movies",3
2019,"Action & Adventure, Dramas",4
2019,"Action & Adventure, Dramas, Independent Movies",1
2019,"Action & Adventure, Dramas, International Movies",7
2019,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2
2019,"Action & Adventure, Independent Movies",1
2019,"Action & Adventure, Independent Movies, International Movies",1
2019,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",1
2019,"Action & Adventure, International Movies",7
2019,"Action & Adventure, International Movies, Music & Musicals",1
2019,"Action & Adventure, International Movies, Sports Movies",1
2019,"Action & Adventure, Sci-Fi & Fantasy",2
2019,"Anime Features, Children & Family Movies",1
2019,"Anime Features, International Movies",1
2019,"Anime Features, International Movies, Sci-Fi & Fantasy",1
2019,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",1
2019,"Anime Series, Crime TV Shows",1
2019,"Anime Series, Crime TV Shows, International TV Shows",1
2019,"Anime Series, International TV Shows",9
2019,"Anime Series, International TV Shows, Romantic TV Shows",2
2019,"Anime Series, International TV Shows, TV Horror",1
2019,"Anime Series, International TV Shows, TV Thrillers",1
2019,"Anime Series, International TV Shows, Teen TV Shows",1
2019,"Anime Series, Kids' TV",2
2019,"British TV Shows, Crime TV Shows, International TV Shows",6
2019,"British TV Shows, Docuseries, International TV Shows",2
2019,"British TV Shows, International TV Shows, Reality TV",2
2019,"British TV Shows, International TV Shows, TV Action & Adventure",1
2019,"British TV Shows, International TV Shows, TV Comedies",5
2019,"British TV Shows, International TV Shows, TV Dramas",3
2019,"British TV Shows, Kids' TV",2
2019,"British TV Shows, Kids' TV, TV Comedies",1
2019,"British TV Shows, Kids' TV, TV Dramas",1
2019,"British TV Shows, Kids' TV, TV Thrillers",1
2019,"British TV Shows, Reality TV",1
2019,"British TV Shows, Reality TV, Romantic TV Shows",1
2019,Children & Family Movies,30
2019,"Children & Family Movies, Comedies",21
2019,"Children & Family Movies, Comedies, Dramas",1
2019,"Children & Family Movies, Comedies, International Movies",3
2019,"Children & Family Movies, Comedies, LGBTQ Movies",1
2019,"Children & Family Movies, Comedies, Music & Musicals",5
2019,"Children & Family Movies, Comedies, Romantic Movies",3
2019,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",1
2019,"Children & Family Movies, Documentaries, Sports Movies",1
2019,"Children & Family Movies, Dramas",5
2019,"Children & Family Movies, Dramas, Faith & Spirituality",1
2019,"Children & Family Movies, Dramas, Independent Movies",1
2019,"Children & Family Movies, Dramas, International Movies",2
2019,"Children & Family Movies, Dramas, Romantic Movies",2
2019,"Children & Family Movies, Music & Musicals",1
2019,"Children & Family Movies, Sports Movies",1
2019,"Classic & Cult TV, Crime TV Shows, International TV Shows",1
2019,"Classic & Cult TV, TV Action & Adventure, TV Dramas",1
2019,"Classic & Cult TV, TV Action & Adventure, TV Horror",1
2019,Comedies,14
2019,"Comedies, Dramas",3
2019,"Comedies, Dramas, Independent Movies",16
2019,"Comedies, Dramas, International Movies",26
2019,"Comedies, Dramas, LGBTQ Movies",1
2019,"Comedies, Dramas, Music & Musicals",2
2019,"Comedies, Dramas, Romantic Movies",1
2019,"Comedies, Faith & Spirituality, Romantic Movies",1
2019,"Comedies, Horror Movies, International Movies",1
2019,"Comedies, Independent Movies, International Movies",1
2019,"Comedies, International Movies",21
2019,"Comedies, International Movies, LGBTQ Movies",3
2019,"Comedies, International Movies, Music & Musicals",5
2019,"Comedies, International Movies, Romantic Movies",15
2019,"Comedies, Music & Musicals, Sports Movies",1
2019,"Comedies, Romantic Movies",6
2019,"Comedies, Sports Movies",1
2019,"Crime TV Shows, Docuseries",11
2019,"Crime TV Shows, Docuseries, International TV Shows",6
2019,"Crime TV Shows, Docuseries, Science & Nature TV",1
2019,"Crime TV Shows, International TV Shows, Korean TV Shows",3
2019,"Crime TV Shows, International TV Shows, Romantic TV Shows",2
2019,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",16
2019,"Crime TV Shows, International TV Shows, TV Action & Adventure",2
2019,"Crime TV Shows, International TV Shows, TV Comedies",1
2019,"Crime TV Shows, International TV Shows, TV Dramas",25
2019,"Crime TV Shows, Romantic TV Shows, TV Dramas",1
2019,"Crime TV Shows, TV Action & Adventure",1
2019,"Crime TV Shows, TV Action & Adventure, TV Comedies",1
2019,"Crime TV Shows, TV Action & Adventure, TV Dramas",2
2019,"Crime TV Shows, TV Action & Adventure, TV Thrillers",1
2019,"Crime TV Shows, TV Dramas",3
2019,"Crime TV Shows, TV Dramas, TV Mysteries",3
2019,"Crime TV Shows, TV Dramas, TV Thrillers",3
2019,"Crime TV Shows, TV Horror, TV Mysteries",1
2019,Documentaries,33
2019,"Documentaries, Dramas",1
2019,"Documentaries, Faith & Spirituality",1
2019,"Documentaries, International Movies",27
2019,"Documentaries, International Movies, Music & Musicals",4
2019,"Documentaries, International Movies, Sports Movies",6
2019,"Documentaries, LGBTQ Movies",2
2019,"Documentaries, Music & Musicals",21
2019,"Documentaries, Sports Movies",7
2019,"Documentaries, Stand-Up Comedy",1
2019,Docuseries,11
2019,"Docuseries, International TV Shows",2
2019,"Docuseries, Reality TV",5
2019,"Docuseries, Science & Nature TV",6
2019,"Docuseries, Stand-Up Comedy & Talk Shows",1
2019,"Docuseries, TV Comedies",1
2019,"Docuseries, TV Dramas",1
2019,Dramas,17
2019,"Dramas, Faith & Spirituality",2
2019,"Dramas, Faith & Spirituality, International Movies",3
2019,"Dramas, Independent Movies",8
2019,"Dramas, Independent Movies, International Movies",25
2019,"Dramas, Independent Movies, LGBTQ Movies",2
2019,"Dramas, Independent Movies, Music & Musicals",2
2019,"Dramas, Independent Movies, Romantic Movies",2
2019,"Dramas, Independent Movies, Sports Movies",1
2019,"Dramas, Independent Movies, Thrillers",4
2019,"Dramas, International Movies",35
2019,"Dramas, International Movies, LGBTQ Movies",3
2019,"Dramas, International Movies, Romantic Movies",26
2019,"Dramas, International Movies, Sports Movies",2
2019,"Dramas, International Movies, Thrillers",14
2019,"Dramas, Music & Musicals",1
2019,"Dramas, Music & Musicals, Romantic Movies",1
2019,"Dramas, Romantic Movies",4
2019,"Dramas, Sci-Fi & Fantasy",2
2019,"Dramas, Sci-Fi & Fantasy, Thrillers",2
2019,"Dramas, Sports Movies",4
2019,"Dramas, Thrillers",6
2019,Horror Movies,7
2019,"Horror Movies, Independent Movies",2
2019,"Horror Movies, Independent Movies, International Movies",1
2019,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",1
2019,"Horror Movies, Independent Movies, Thrillers",2
2019,"Horror Movies, International Movies",6
2019,"Horror Movies, International Movies, Romantic Movies",1
2019,"Horror Movies, International Movies, Thrillers",6
2019,"Horror Movies, LGBTQ Movies, Music & Musicals",1
2019,"Horror Movies, Sci-Fi & Fantasy, Thrillers",2
2019,"Horror Movies, Thrillers",2
2019,"Independent Movies, Sci-Fi & Fantasy, Thrillers",1
2019,"Independent Movies, Thrillers",3
2019,International Movies,1
2019,"International Movies, Music & Musicals",2
2019,"International Movies, Romantic Movies",2
2019,"International Movies, Sci-Fi & Fantasy",1
2019,"International Movies, Sci-Fi & Fantasy, Thrillers",2
2019,"International Movies, Thrillers",16
2019,International TV Shows,1
2019,"International TV Shows, Korean TV Shows, Romantic TV Shows",7
2019,"International TV Shows, Korean TV Shows, TV Action & Adventure",3
2019,"International TV Shows, Korean TV Shows, TV Dramas",3
2019,"International TV Shows, Korean TV Shows, TV Horror",1
2019,"International TV Shows, Reality TV",9
2019,"International TV Shows, Reality TV, Romantic TV Shows",1
2019,"International TV Shows, Reality TV, Spanish-Language TV Shows",3
2019,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",6
2019,"International TV Shows, Romantic TV Shows, TV Comedies",8
2019,"International TV Shows, Romantic TV Shows, TV Dramas",11
2019,"International TV Shows, Romantic TV Shows, Teen TV Shows",3
2019,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",1
2019,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2
2019,"International TV Shows, Spanish-Language TV Shows, TV Dramas",1
2019,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",2
2019,"International TV Shows, TV Action & Adventure, TV Dramas",6
2019,"International TV Shows, TV Action & Adventure, TV Mysteries",1
2019,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",1
2019,"International TV Shows, TV Comedies",2
2019,"International TV Shows, TV Comedies, TV Dramas",7
2019,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",1
2019,"International TV Shows, TV Dramas",14
2019,"International TV Shows, TV Dramas, TV Horror",2
2019,"International TV Shows, TV Dramas, TV Mysteries",4
2019,"International TV Shows, TV Dramas, TV Thrillers",4
2019,"International TV Shows, TV Dramas, Teen TV Shows",3
2019,"International TV Shows, TV Horror, TV Mysteries",1
2019,"International TV Shows, TV Mysteries, TV Thrillers",1
2019,Kids' TV,28
2019,"Kids' TV, Korean TV Shows",1
2019,"Kids' TV, Korean TV Shows, TV Comedies",1
2019,"Kids' TV, Reality TV, Science & Nature TV",1
2019,"Kids' TV, Spanish-Language TV Shows",1
2019,"Kids' TV, Spanish-Language TV Shows, Teen TV Shows",1
2019,"Kids' TV, TV Action & Adventure",1
2019,"Kids' TV, TV Action & Adventure, TV Comedies",3
2019,"Kids' TV, TV Action & Adventure, TV Dramas",1
2019,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",2
2019,"Kids' TV, TV Comedies",8
2019,"Kids' TV, TV Comedies, TV Dramas",2
2019,"Kids' TV, TV Sci-Fi & Fantasy",1
2019,"Kids' TV, TV Thrillers",1
2019,Movies,1
2019,Reality TV,18
2019,"Reality TV, Romantic TV Shows",1
2019,"Romantic TV Shows, TV Comedies",2
2019,"Romantic TV Shows, TV Comedies, TV Dramas",1
2019,"Romantic TV Shows, TV Dramas",1
2019,"Romantic TV Shows, TV Dramas, Teen TV Shows",1
2019,"Sci-Fi & Fantasy, Thrillers",1
2019,Stand-Up Comedy,48
2019,"Stand-Up Comedy & Talk Shows, TV Comedies",4
2019,"TV Action & Adventure, TV Comedies, TV Horror",1
2019,"TV Action & Adventure, TV Dramas, TV Horror",1
2019,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",3
2019,"TV Action & Adventure, TV Sci-Fi & Fantasy",2
2019,TV Comedies,11
2019,"TV Comedies, TV Dramas",8
2019,"TV Comedies, TV Dramas, TV Horror",1
2019,"TV Comedies, TV Dramas, Teen TV Shows",1
2019,"TV Comedies, TV Horror, TV Thrillers",1
2019,TV Dramas,10
2019,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",1
2019,"TV Dramas, TV Sci-Fi & Fantasy",1
2019,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",1
2019,"TV Dramas, TV Thrillers",1
2019,"TV Dramas, Teen TV Shows",1
2019,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",1
2019,"TV Horror, TV Mysteries, TV Thrillers",2
2019,"TV Horror, TV Mysteries, Teen TV Shows",1
2019,"TV Horror, Teen TV Shows",1
2019,TV Shows,2
2019,Thrillers,10
2020,Action & Adventure,11
2020,"Action & Adventure, Anime Features, International Movies",2
2020,"Action & Adventure, Children & Family Movies, Comedies",1
2020,"Action & Adventure, Children & Family Movies, Dramas",1
2020,"Action & Adventure, Comedies",3
2020,"Action & Adventure, Comedies, Dramas",3
2020,"Action & Adventure, Comedies, International Movies",4
2020,"Action & Adventure, Comedies, Romantic Movies",1
2020,"Action & Adventure, Dramas",3
2020,"Action & Adventure, Dramas, Faith & Spirituality",1
2020,"Action & Adventure, Dramas, Independent Movies",1
2020,"Action & Adventure, Dramas, International Movies",4
2020,"Action & Adventure, Horror Movies",1
2020,"Action & Adventure, International Movies",7
2020,"Action & Adventure, International Movies, Romantic Movies",2
2020,"Action & Adventure, Sci-Fi & Fantasy",1
2020,"Anime Features, Children & Family Movies, International Movies",1
2020,Anime Series,3
2020,"Anime Series, Crime TV Shows, International TV Shows",3
2020,"Anime Series, International TV Shows",10
2020,"Anime Series, International TV Shows, Romantic TV Shows",1
2020,"Anime Series, International TV Shows, TV Thrillers",1
2020,"Anime Series, International TV Shows, Teen TV Shows",1
2020,"Anime Series, Kids' TV",2
2020,"British TV Shows, Classic & Cult TV, Kids' TV",1
2020,"British TV Shows, Crime TV Shows, Docuseries",3
2020,"British TV Shows, Crime TV Shows, International TV Shows",4
2020,"British TV Shows, Docuseries, International TV Shows",4
2020,"British TV Shows, International TV Shows, Reality TV",4
2020,"British TV Shows, International TV Shows, TV Action & Adventure",2
2020,"British TV Shows, International TV Shows, TV Comedies",5
2020,"British TV Shows, International TV Shows, TV Dramas",4
2020,"British TV Shows, Kids' TV",3
2020,"British TV Shows, Kids' TV, TV Comedies",1
2020,"British TV Shows, Reality TV",1
2020,"British TV Shows, Romantic TV Shows, TV Dramas",1
2020,Children & Family Movies,34
2020,"Children & Family Movies, Comedies",23
2020,"Children & Family Movies, Comedies, Dramas",5
2020,"Children & Family Movies, Comedies, Music & Musicals",1
2020,"Children & Family Movies, Comedies, Romantic Movies",1
2020,"Children & Family Movies, Comedies, Sports Movies",1
2020,"Children & Family Movies, Documentaries",2
2020,"Children & Family Movies, Documentaries, International Movies",1
2020,"Children & Family Movies, Dramas",4
2020,"Children & Family Movies, Dramas, Faith & Spirituality",1
2020,"Children & Family Movies, Dramas, Independent Movies",1
2020,"Children & Family Movies, Dramas, Romantic Movies",1
2020,"Children & Family Movies, Dramas, Sports Movies",1
2020,"Children & Family Movies, Music & Musicals",4
2020,"Classic & Cult TV, Crime TV Shows, International TV Shows",1
2020,"Classic & Cult TV, TV Dramas, TV Sci-Fi & Fantasy",1
2020,Comedies,10
2020,"Comedies, Dramas, Independent Movies",12
2020,"Comedies, Dramas, International Movies",20
2020,"Comedies, Dramas, LGBTQ Movies",1
2020,"Comedies, Horror Movies",3
2020,"Comedies, Independent Movies, International Movies",1
2020,"Comedies, Independent Movies, LGBTQ Movies",1
2020,"Comedies, Independent Movies, Romantic Movies",1
2020,"Comedies, International Movies",11
2020,"Comedies, International Movies, LGBTQ Movies",1
2020,"Comedies, International Movies, Music & Musicals",1
2020,"Comedies, International Movies, Romantic Movies",17
2020,"Comedies, International Movies, Thrillers",1
2020,"Comedies, LGBTQ Movies, Music & Musicals",1
2020,"Comedies, Music & Musicals, Romantic Movies",1
2020,"Comedies, Romantic Movies",7
2020,"Comedies, Sports Movies",1
2020,"Crime TV Shows, Docuseries",14
2020,"Crime TV Shows, Docuseries, International TV Shows",7
2020,"Crime TV Shows, International TV Shows, Korean TV Shows",4
2020,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",12
2020,"Crime TV Shows, International TV Shows, TV Action & Adventure",2
2020,"Crime TV Shows, International TV Shows, TV Comedies",1
2020,"Crime TV Shows, International TV Shows, TV Dramas",21
2020,"Crime TV Shows, International TV Shows, TV Mysteries",1
2020,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",1
2020,"Crime TV Shows, TV Action & Adventure, TV Comedies",1
2020,"Crime TV Shows, TV Action & Adventure, TV Dramas",2
2020,"Crime TV Shows, TV Comedies, TV Dramas",2
2020,"Crime TV Shows, TV Dramas",2
2020,"Crime TV Shows, TV Dramas, TV Mysteries",5
2020,"Crime TV Shows, TV Dramas, TV Thrillers",1
2020,Documentaries,23
2020,"Documentaries, International Movies",14
2020,"Documentaries, International Movies, LGBTQ Movies",1
2020,"Documentaries, International Movies, Music & Musicals",12
2020,"Documentaries, International Movies, Sports Movies",8
2020,"Documentaries, LGBTQ Movies",7
2020,"Documentaries, Music & Musicals",6
2020,"Documentaries, Sports Movies",3
2020,Docuseries,13
2020,"Docuseries, International TV Shows",8
2020,"Docuseries, International TV Shows, Reality TV",1
2020,"Docuseries, International TV Shows, Science & Nature TV",1
2020,"Docuseries, International TV Shows, Spanish-Language TV Shows",1
2020,"Docuseries, Reality TV",4
2020,"Docuseries, Reality TV, Science & Nature TV",2
2020,"Docuseries, Reality TV, Teen TV Shows",1
2020,"Docuseries, Science & Nature TV",9
2020,"Docuseries, Science & Nature TV, TV Action & Adventure",1
2020,"Docuseries, Science & Nature TV, TV Comedies",1
2020,"Docuseries, Spanish-Language TV Shows",3
2020,"Docuseries, TV Sci-Fi & Fantasy",1
2020,Dramas,12
2020,"Dramas, Faith & Spirituality",1
2020,"Dramas, Faith & Spirituality, International Movies",1
2020,"Dramas, Faith & Spirituality, Romantic Movies",1
2020,"Dramas, Independent Movies",9
2020,"Dramas, Independent Movies, International Movies",13
2020,"Dramas, Independent Movies, LGBTQ Movies",1
2020,"Dramas, Independent Movies, Romantic Movies",1
2020,"Dramas, Independent Movies, Thrillers",1
2020,"Dramas, International Movies",42
2020,"Dramas, International Movies, LGBTQ Movies",1
2020,"Dramas, International Movies, Music & Musicals",2
2020,"Dramas, International Movies, Romantic Movies",22
2020,"Dramas, International Movies, Sports Movies",3
2020,"Dramas, International Movies, Thrillers",14
2020,"Dramas, LGBTQ Movies",2
